상호명,서비스,음식,편의성,가격,행정동,중분류,업종,naver_map_url
정,0.95,0.67,0.65,0.72,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/21306180
국대오리,1.73,1.98,1.57,1.3,종로1.2.3.4가동,닭/오리요리,오리고기전문,https://m.place.naver.com/restaurant/38459777
몽키스돈가스,1.54,1.27,1.33,1.32,종로1.2.3.4가동,양식,돈가스전문점,https://m.place.naver.com/restaurant/1756369017
한스시,1.47,1.04,0.9,1.2,서교동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/37495376
우리집,1.45,1.07,0.98,1.11,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11864797
커피빈,1.1,0.88,0.76,0.55,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1166130199
롯데리아,1.85,2.3,2.14,2.8,서교동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1578153116
터주대감,2.24,1.74,1.48,1.97,서교동,유흥주점,민속주점,https://m.place.naver.com/restaurant/1348042731
정통,0.98,0.85,0.87,0.92,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1488044100
소담길,1.41,1.23,1.08,1.28,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37891608
누리,1.36,1.2,0.93,1.05,종로1.2.3.4가동,한식,한정식전문,https://m.place.naver.com/restaurant/11730859
죠샌드위치,1.42,1.4,1.01,1.17,역삼1동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/20762329
미향언니포장마차,1.2,0.98,0.82,0.88,서교동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/38507529
짬뽕지존,2.1,1.77,1.65,1.84,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1017155929
강원도오징어순대,1.18,0.96,0.82,0.95,종로1.2.3.4가동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/1197827220
강호,1.74,1.5,2.09,1.4,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1870350745
이자카야아이와,1.12,0.88,0.74,1.12,종로1.2.3.4가동,별식/퓨전요리,철판구이요리전문,https://m.place.naver.com/restaurant/36504978
뉴욕아파트먼트,2.95,2.7,1.89,2.25,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1831597455
서대포집,1.15,1.02,0.85,0.92,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/35781699
무공돈까스,1.42,2.31,2.09,1.56,역삼1동,양식,돈가스전문점,https://m.place.naver.com/restaurant/20850949
익.coffee,1.76,1.66,1.12,1.65,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1990202003
YETI,2.0,1.79,2.2,1.67,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/12894113
느린마을양조장,3.05,3.98,2.2,3.53,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1981504415
참복,1.21,0.99,0.86,0.97,역삼1동,일식/수산물,복전문,https://m.place.naver.com/restaurant/13026045
전주콩나물국밥,1.19,1.01,0.94,1.1,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1870624181
호남선,1.23,1.14,1.12,0.99,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/32848726
을지로골뱅이,1.43,1.07,0.84,1.36,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/20885715
맛보래즉석떡볶이,1.82,1.39,1.51,1.59,종로1.2.3.4가동,분식,떡볶이전문,https://m.place.naver.com/restaurant/11571063
북촌손만두,1.42,1.69,1.73,1.38,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/31347105
케이에프씨홍익대매장,1.19,1.18,0.83,1.08,서교동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/11808310
보나베띠,1.74,1.68,1.14,2.03,종로1.2.3.4가동,양식,스파게티전문점,https://m.place.naver.com/restaurant/31357612
BHC치킨,1.99,1.65,1.26,1.64,종로1.2.3.4가동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1556790669
포항식당,1.27,0.98,1.03,0.99,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1020760530
뉴욕막걸리,1.55,1.09,0.82,1.45,서교동,유흥주점,민속주점,https://m.place.naver.com/restaurant/21235648
커피빈,1.1,0.88,0.76,0.55,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1166130199
더귀여워,3.16,2.67,1.31,2.0,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38642194
크래프트한스,1.53,1.13,1.09,1.06,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38737670
통돼지두루치기김치찌개,0.9,0.41,0.71,0.46,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/35103360
청춘화로,0.72,0.67,0.51,0.53,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38738499
청진영양센타,1.67,1.59,1.13,1.34,종로1.2.3.4가동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/13420689
큰입아구찜,1.14,0.92,0.81,0.94,역삼1동,일식/수산물,해물찜/탕전문,https://m.place.naver.com/restaurant/38490556
봉구비어홍대산울림점,2.52,1.78,1.34,2.0,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/35816239
은행나무집,1.52,1.33,1.32,1.14,역삼1동,닭/오리요리,오리고기전문,https://m.place.naver.com/restaurant/18583443
마포갈비&갈매기,0.45,0.22,0.57,0.42,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/38522527
필텍스,0.88,0.6,0.6,0.65,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1252871781
광주집,1.35,1.44,1.45,1.25,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/19411645
영춘옥,1.42,1.59,1.38,1.41,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11712508
김치찌개집,1.49,1.56,1.51,1.47,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/21057056
깐부치킨,1.16,0.86,0.78,0.78,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/33409329
고반식당,1.89,2.17,1.91,1.55,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38415392
전과막걸리,1.25,1.08,0.82,1.05,종로1.2.3.4가동,유흥주점,민속주점,https://m.place.naver.com/restaurant/32745780
황태해장국,1.53,1.36,1.07,1.24,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/17947240
뒷뜰안에닭한마리,1.34,1.13,1.08,0.96,종로1.2.3.4가동,닭/오리요리,삼계탕전문,https://m.place.naver.com/restaurant/31368373
생어거스틴합정메세나폴리스점,2.44,2.57,1.69,1.83,서교동,별식/퓨전요리,퓨전음식전문,https://m.place.naver.com/restaurant/33210008
김남완초밥,2.62,3.41,2.03,3.34,역삼1동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/550734905
피자스쿨,1.7,1.35,1.29,1.47,서교동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/13154605
모퉁이,1.66,1.71,1.04,1.17,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1178944047
북창동순두부,1.9,2.88,1.27,1.7,서교동,한식,순두부전문,https://m.place.naver.com/restaurant/1688330079
비가오면,2.28,1.84,2.07,2.08,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/783518286
놀부부대찌개합정자이점,1.28,1.04,1.09,1.22,서교동,한식,부대찌개/섞어찌개,https://m.place.naver.com/restaurant/32625659
덕이닭갈비닭찜,1.93,2.4,1.75,1.84,역삼1동,닭/오리요리,닭갈비전문,https://m.place.naver.com/restaurant/33252134
한스델리,1.15,0.91,0.8,0.93,종로1.2.3.4가동,양식,스파게티전문점,https://m.place.naver.com/restaurant/12901040
맥도날드,1.2,1.01,0.79,1.09,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1687420221
진태양푼등갈비김치찌게,1.19,1.04,0.96,1.03,역삼1동,한식,부대찌개/섞어찌개,https://m.place.naver.com/restaurant/37996952
수,1.03,0.78,0.68,0.76,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/20226873
반주,2.92,3.42,1.64,3.53,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/303349806
더파이브올스,2.01,2.14,1.16,1.81,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/35408316
코다차야종각점,1.38,1.22,1.03,1.05,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/34706559
김밥까페,1.2,1.08,0.83,1.16,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/38522268
등마을숯불갈비,1.68,1.5,1.36,1.05,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36513173
나미시부키,0.46,0.58,0.49,0.14,종로1.2.3.4가동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/681651878
타코벨역삼점,1.5,2.33,1.21,1.67,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/931508851
형제소머리국밥,1.6,1.59,1.58,1.64,서교동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1835315029
던킨도너츠,1.82,1.6,1.3,2.08,서교동,패스트푸드,도너츠전문,https://m.place.naver.com/restaurant/12948473
서대포집,1.15,1.02,0.85,0.92,종로1.2.3.4가동,한식,기타고기요리,https://m.place.naver.com/restaurant/35781699
고향맛집,0.99,0.73,0.66,0.73,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1939417432
전주비빔밥,1.28,1.01,1.11,1.01,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/662633881
버거킹,0.95,0.8,0.61,0.84,종로1.2.3.4가동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/11782345
치치,1.04,0.71,0.72,0.75,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36905803
병천유황오리,1.36,2.26,1.27,1.59,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11678124
모로미,1.12,0.84,0.8,0.87,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/182124739
기라쿠,1.7,1.48,1.18,1.49,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/21893007
본도시락홍대점,1.02,0.82,0.69,1.5,서교동,패스트푸드,도시락전문점,https://m.place.naver.com/restaurant/21402491
현대옥,1.41,1.45,1.2,1.24,역삼1동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/36621017
복국집뽁찌,1.37,1.18,1.33,1.26,종로1.2.3.4가동,일식/수산물,복전문,https://m.place.naver.com/restaurant/964596321
두르가종각점,1.33,1.03,0.97,1.07,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/20339133
도스타코스,1.14,0.93,0.81,0.92,종로1.2.3.4가동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/38425847
두껍삼역삼직영점,2.44,2.86,2.53,2.85,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/619673845
당가원,1.83,2.2,1.36,1.1,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/37408349
아우라지왕순대,1.31,1.28,0.98,0.64,역삼1동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/36943883
또봉이통닭,1.36,1.04,0.89,1.09,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/34363292
던킨도넛,1.39,1.04,1.02,1.22,역삼1동,패스트푸드,도너츠전문,https://m.place.naver.com/restaurant/36947999
사천,1.22,0.97,1.12,0.98,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1075521536
기러기둥지,2.28,1.99,1.04,1.64,종로1.2.3.4가동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/83235399
산오징어양푼무침,1.34,1.27,1.24,1.18,서교동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/36410568
보쌈집,1.83,1.64,1.12,2.27,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36508127
가츠시,1.43,1.58,1.29,1.33,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/34984242
맛깔참죽&솥반,2.37,2.15,1.78,1.71,서교동,별식/퓨전요리,죽전문점,https://m.place.naver.com/restaurant/1230357701
피자나라치킨공주강남역삼점,1.65,1.37,1.03,1.17,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1164759927
백암왕순대,0.92,0.71,0.71,0.67,역삼1동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/18787648
네네치킨홍대역점,1.18,0.94,0.82,0.96,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/489637881
무한장어,0.99,0.74,0.75,0.82,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38486524
청년화로1987,2.25,2.12,1.59,1.78,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1632535022
광화문등심,1.56,1.24,1.13,1.21,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/535416306
해담일식,1.95,1.76,1.25,1.64,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/693144763
황소양곱창,2.12,1.8,1.37,1.59,역삼1동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/20638205
퍼기포레스트,1.76,1.4,1.05,1.42,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1798430191
행아웃,1.75,1.35,1.25,1.22,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1651691942
서울전통육개장,1.1,0.76,0.94,0.8,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/37153355
전통다원,1.24,1.09,0.75,0.96,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/11678081
연남족발1987,1.75,1.51,1.53,1.43,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1068624619
짝태앤노가리신촌점,1.29,1.07,0.96,1.53,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1536253928
진만두,1.95,1.82,1.58,1.67,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/37288686
텍사스,0.96,0.67,0.63,0.74,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/33133846
금룡,1.51,1.64,0.86,2.08,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1527526700
파스타리코,2.22,1.57,1.33,2.02,서교동,양식,스파게티전문점,https://m.place.naver.com/restaurant/911607128
강남미나리삼겹살,1.27,1.37,1.29,1.58,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37792889
네모오징어,1.12,1.05,0.85,0.98,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/320859885
오징어청춘,1.64,1.45,1.35,1.42,역삼1동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/35463409
후니도니,1.83,2.24,1.99,2.53,종로1.2.3.4가동,양식,돈가스전문점,https://m.place.naver.com/restaurant/37287956
가장맛있는족발,1.24,0.75,0.93,1.05,종로1.2.3.4가동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/32708664
광화문김밥,0.93,0.67,0.71,0.5,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/19409775
롤랜드버거,0.88,0.6,0.6,0.65,종로1.2.3.4가동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/35915098
탐탐오향족발,1.91,1.73,2.06,1.56,서교동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/32745694
마산족발,1.34,1.65,1.79,1.15,서교동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/20601230
쌍다리돼지불백,1.09,0.95,0.88,0.9,종로1.2.3.4가동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/382461437
막,1.27,1.11,1.12,1.12,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1076086330
통영다찌,1.11,0.99,0.62,1.01,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/92011259
육덕,2.26,2.7,1.66,1.19,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/472172486
베스킨라빈스,0.92,0.75,0.52,1.09,종로1.2.3.4가동,패스트푸드,아이스크림판매,https://m.place.naver.com/restaurant/11489042
하남돼지집강남역CGV점,1.37,1.04,0.93,0.82,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/763219598
안사부,0.96,0.85,0.77,0.72,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1892091049
향교나주곰탕,1.31,1.17,1.18,1.07,종로1.2.3.4가동,한식,한정식전문,https://m.place.naver.com/restaurant/37591452
치킨뱅이,1.54,1.26,1.01,1.23,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/13375053
펍더블린,1.89,1.37,1.11,1.42,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11722030
명옥양품,2.63,2.37,1.53,2.6,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1593660918
본죽,2.19,2.1,1.62,2.29,종로1.2.3.4가동,별식/퓨전요리,죽전문점,https://m.place.naver.com/restaurant/1665925154
생기원청국장,1.72,1.4,1.45,1.33,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/13484596
한우마을,1.54,1.42,1.32,1.38,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/13154856
천진영감,0.94,0.85,0.85,0.87,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1228103415
몽유,1.51,1.43,1.28,1.9,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/939233594
안동국시호면정,1.28,1.11,0.98,1.1,종로1.2.3.4가동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/19570684
써브웨이종로점,1.36,1.47,0.99,1.08,종로1.2.3.4가동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/17926788
심퍼티쿠시,1.56,1.38,1.06,1.55,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1830787374
종가김치찌개,0.9,0.66,0.72,0.58,종로1.2.3.4가동,한식,부대찌개/섞어찌개,https://m.place.naver.com/restaurant/38276221
호호식당,2.7,2.56,1.31,2.73,종로1.2.3.4가동,양식,돈가스전문점,https://m.place.naver.com/restaurant/1765213815
